Código Provincia	Código Departamento	Departamento	Código Localidad	Localidad
74	74014	Belgrano	74014010	La Calera
74	74014	Belgrano	74014015	Los Molles
74	74014	Belgrano	74014020	Nogolí
74	74014	Belgrano	74014030	Villa de la Quebrada
74	74014	Belgrano	74014040	Los Manantiales
74	74028	Chacabuco	74028010	Concarán
74	74028	Chacabuco	74028020	Cortaderas
74	74028	Chacabuco	74028030	Naschel
74	74028	Chacabuco	74028040	Papagayos
74	74028	Chacabuco	74028050	Renca
74	74028	Chacabuco	74028060	San Pablo
74	74028	Chacabuco	74028070	Tilisarao
74	74028	Chacabuco	74028080	Villa del Carmen
74	74028	Chacabuco	74028090	Villa Larca
74	74021	Coronel Pringles	74021020	El Trapiche
74	74021	Coronel Pringles	74021025	Estancia Grande
74	74021	Coronel Pringles	74021030	Fraga
74	74021	Coronel Pringles	74021010	La Carolina
74	74021	Coronel Pringles	74021050	La Florida
74	74021	Coronel Pringles	74021060	La Toma
74	74021	Coronel Pringles	74021063	Las Barranquitas
74	74021	Coronel Pringles	74021065	Paso de las Carretas
74	74021	Coronel Pringles	74021070	Riocito
74	74021	Coronel Pringles	74021090	Saladillo
74	74035	General Pedernera	74035010	Juan Jorba
74	74035	General Pedernera	74035020	Juan Llerena
74	74035	General Pedernera	74035030	Justo Daract
74	74035	General Pedernera	74035040	La Punilla
74	74035	General Pedernera	74035050	Lavaisse
74	74035	General Pedernera	74035055	Nación Ranquel
74	74035	General Pedernera	74035060	San José del Morro
74	74035	General Pedernera	74035070	Villa Mercedes
74	74035	General Pedernera	74035080	Villa Reynolds
74	74035	General Pedernera	74035090	Villa Salles
74	74042	Gobernador Dupuy	74042010	Anchorena
74	74042	Gobernador Dupuy	74042020	Arizona
74	74042	Gobernador Dupuy	74042030	Bagual
74	74042	Gobernador Dupuy	74042040	Batavia
74	74042	Gobernador Dupuy	74042050	Buena Esperanza
74	74042	Gobernador Dupuy	74042060	Fortín El Patria
74	74042	Gobernador Dupuy	74042070	Fortuna
74	74042	Gobernador Dupuy	74042080	La Maroma
74	74042	Gobernador Dupuy	74042090	Los Overos
74	74042	Gobernador Dupuy	74042100	Martín de Loyola
74	74042	Gobernador Dupuy	74042110	Nahuel Mapá
74	74042	Gobernador Dupuy	74042120	Navia
74	74042	Gobernador Dupuy	74042130	Nueva Galia
74	74042	Gobernador Dupuy	74042140	Unión
74	74056	Juan Martín de Pueyrredón	74056005	Aguadita del Portezuelo
74	74056	Juan Martín de Pueyrredón	74056010	Alto Pelado
74	74056	Juan Martín de Pueyrredón	74056020	Alto Pencoso
74	74056	Juan Martín de Pueyrredón	74056030	Balde
74	74056	Juan Martín de Pueyrredón	74056040	Beazley
74	74056	Juan Martín de Pueyrredón	74056050	Cazador
74	74056	Juan Martín de Pueyrredón	74056060	Chosmes
74	74056	Juan Martín de Pueyrredón	74056065	Daniel Donovan
74	74056	Juan Martín de Pueyrredón	74056066	Daniel Donovan
74	74056	Juan Martín de Pueyrredón	74056070	Desaguadero
74	74056	Juan Martín de Pueyrredón	74056080	El Volcán
74	74056	Juan Martín de Pueyrredón	74056090	Jarilla
74	74056	Juan Martín de Pueyrredón	74056095	Juan Wenceslao Gez
74	74056	Juan Martín de Pueyrredón	74056105	La Punta
74	74056	Juan Martín de Pueyrredón	74056107	Los Puquios
74	74056	Juan Martín de Pueyrredón	74056108	Los Puquios
74	74056	Juan Martín de Pueyrredón	74056110	Mosmota
74	74056	Juan Martín de Pueyrredón	74056120	Potrero de los Funes
74	74056	Juan Martín de Pueyrredón	74056130	Salinas del Bebedero
74	74056	Juan Martín de Pueyrredón	74056140	San Jerónimo
74	74056	Juan Martín de Pueyrredón	74056150	San Luis
74	74056	Juan Martín de Pueyrredón	74056100	Juana Koslay
74	74056	Juan Martín de Pueyrredón	74056153	Suyuque Nuevo
74	74056	Juan Martín de Pueyrredón	74056160	Zanjitas
74	74049	Junín	74049005	Barrio 272 Viviendas
74	74049	Junín	74049030	Lafinur
74	74049	Junín	74049040	Los Cajones
74	74049	Junín	74049060	Villa de Merlo
74	74049	Junín	74049010	Carpintería
74	74049	Junín	74049050	Los Molles
74	74049	Junín	74049070	Santa Rosa del Conlara
74	74049	Junín	74049080	Talita
74	74063	Libertador General San Martín	74063010	La Vertiente
74	74063	Libertador General San Martín	74063020	Las Aguadas
74	74063	Libertador General San Martín	74063030	Las Chacras
74	74063	Libertador General San Martín	74063040	Las Lagunas
74	74063	Libertador General San Martín	74063050	Paso Grande
74	74063	Libertador General San Martín	74063060	Potrerillo
74	74063	Libertador General San Martín	74063070	San Martín
74	74063	Libertador General San Martín	74063080	Villa de Praga
78	78007	Corpen Aike	78007010	Comandante Luis Piedra Buena
78	78007	Corpen Aike	78007020	Puerto Santa Cruz
78	78014	Deseado	78014010	Caleta Olivia
78	78014	Deseado	78014020	Cañadón Seco
78	78014	Deseado	78014030	Fitz Roy
78	78014	Deseado	78014040	Jaramillo
78	78014	Deseado	78014060	Las Heras
78	78014	Deseado	78014050	Nuestra Señora de los Dolores de Koluel Kaike
78	78014	Deseado	78014070	Pico Truncado
78	78014	Deseado	78014080	Puerto Deseado
78	78014	Deseado	78014090	Tellier
78	78021	Güer Aike	78021005	Chimen Aike
78	78021	Güer Aike	78021010	El Turbio
78	78021	Güer Aike	78021015	Esperanza
78	78021	Güer Aike	78021020	Julia Dufour
78	78021	Güer Aike	78021040	Río Gallegos
78	78021	Güer Aike	78021070	Río Turbio
78	78021	Güer Aike	78021050	Rospentek
78	78021	Güer Aike	78021060	28 de Noviembre
78	78028	Lago Argentino	78028010	El Calafate
78	78028	Lago Argentino	78028020	El Chaltén
78	78028	Lago Argentino	78028030	Tres Lagos
78	78035	Lago Buenos Aires	78035010	Los Antiguos
78	78035	Lago Buenos Aires	78035020	Perito Moreno
78	78042	Magallanes	78042010	Puerto San Julián
78	78049	Río Chico	78049010	Bajo Caracoles
78	78049	Río Chico	78049020	Gobernador Gregores
78	78049	Río Chico	78049030	Lago Posadas
82	82007	Belgrano	82007010	Armstrong
82	82007	Belgrano	82007020	Bouquet
82	82007	Belgrano	82007030	Las Parejas
82	82007	Belgrano	82007040	Las Rosas
82	82007	Belgrano	82007050	Montes de Oca
82	82007	Belgrano	82007060	Tortugas
82	82014	Caseros	82014010	Arequito
82	82014	Caseros	82014020	Arteaga
82	82014	Caseros	82014030	Berabevú
82	82014	Caseros	82014040	Bigand
82	82014	Caseros	82014050	Casilda
82	82014	Caseros	82014060	Chabas
82	82014	Caseros	82014070	Chañar Ladeado
82	82014	Caseros	82014080	Gödeken
82	82014	Caseros	82014090	Los Molinos
82	82014	Caseros	82014100	Los Nogales
82	82014	Caseros	82014110	Los Quirquinchos
82	82014	Caseros	82014120	San José de la Esquina
82	82014	Caseros	82014130	Sanford
82	82014	Caseros	82014140	Villada
82	82021	Castellanos	82021010	Aldao
82	82021	Castellanos	82021020	Angélica
82	82021	Castellanos	82021030	Ataliva
82	82021	Castellanos	82021040	Aurelia
82	82021	Castellanos	82021060	Bauer y Sigel
82	82021	Castellanos	82021070	Bella Italia
82	82021	Castellanos	82021090	Colonia Bicha
82	82021	Castellanos	82021100	Colonia Cello
82	82021	Castellanos	82021110	Colonia Margarita
82	82021	Castellanos	82021120	Colonia Raquel
82	82021	Castellanos	82021125	Colonia Tacurales
82	82021	Castellanos	82021130	Coronel Fraga
82	82021	Castellanos	82021140	Egusquiza
82	82021	Castellanos	82021150	Esmeralda
82	82021	Castellanos	82021160	Estación Clucellas
82	82021	Castellanos	82021163	Estación Kilómetro 501
82	82021	Castellanos	82021170	Estación Saguier
82	82021	Castellanos	82021180	Eusebia y Carolina
82	82021	Castellanos	82021190	Eustolia
82	82021	Castellanos	82021200	Frontera
82	82021	Castellanos	82021050	Barrios Acapulco y Veracruz
82	82021	Castellanos	82021210	Garibaldi
82	82021	Castellanos	82021220	Humberto Primo
82	82021	Castellanos	82021230	Josefina
82	82021	Castellanos	82021240	Lehmann
82	82021	Castellanos	82021245	Los Sembrados
82	82021	Castellanos	82021250	María Juana
82	82021	Castellanos	82021260	Nueva Lehmann
82	82021	Castellanos	82021270	Plaza Clucellas
82	82021	Castellanos	82021280	Plaza Saguier
82	82021	Castellanos	82021290	Presidente Roca
82	82021	Castellanos	82021300	Pueblo Marini
82	82021	Castellanos	82021310	Rafaela
82	82021	Castellanos	82021320	Ramona
82	82021	Castellanos	82021330	San Antonio
82	82021	Castellanos	82021080	Castellanos
82	82021	Castellanos	82021340	San Vicente
82	82021	Castellanos	82021350	Santa Clara de Saguier
82	82021	Castellanos	82021360	Sunchales
82	82021	Castellanos	82021370	Susana
82	82021	Castellanos	82021380	Tacural
82	82021	Castellanos	82021390	Vila
82	82021	Castellanos	82021400	Villa Josefina
82	82021	Castellanos	82021410	Villa San José
82	82021	Castellanos	82021420	Virginia
82	82021	Castellanos	82021430	Zenón Pereyra
82	82028	Constitución	82028010	Alcorta
82	82028	Constitución	82028020	Barrio Arroyo del Medio
82	82028	Constitución	82028040	Bombal
82	82028	Constitución	82028050	Cañada Rica
82	82028	Constitución	82028060	Cepeda
82	82028	Constitución	82028070	Empalme Villa Constitución
82	82028	Constitución	82028030	Barrio Mitre
82	82028	Constitución	82028090	General Gelly
82	82028	Constitución	82028100	Godoy
82	82028	Constitución	82028110	Juan B. Molina
82	82028	Constitución	82028120	Juncal
82	82028	Constitución	82028130	La Vanguardia
82	82028	Constitución	82028140	Máximo Paz
82	82028	Constitución	82028150	Pavón
82	82028	Constitución	82028160	Pavón Arriba
82	82028	Constitución	82028170	Peyrano
82	82028	Constitución	82028180	Rueda
82	82028	Constitución	82028190	Santa Teresa
82	82028	Constitución	82028200	Sargento Cabral
82	82028	Constitución	82028210	Stephenson
82	82028	Constitución	82028220	Theobald
82	82028	Constitución	82028230	Villa Constitución
82	82035	Garay	82035010	Cayastá
82	82035	Garay	82035015	Colonia Mascías
82	82035	Garay	82035020	Helvecia
82	82035	Garay	82035030	Los Zapallos
82	82035	Garay	82035040	Saladero Mariano Cabal
82	82035	Garay	82035045	Colonia San Joaquín
82	82035	Garay	82035050	Santa Rosa de Calchines
82	82042	General López	82042010	Aarón Castellanos
82	82042	General López	82042020	Amenábar
82	82042	General López	82042030	Cafferata
82	82042	General López	82042040	Cañada del Ucle
82	82042	General López	82042050	Carmen
82	82042	General López	82042060	Carreras
82	82042	General López	82042070	Chapuy
82	82042	General López	82042080	Chovet
82	82042	General López	82042090	Christophersen
82	82042	General López	82042100	Diego de Alvear
82	82042	General López	82042110	Elortondo
82	82042	General López	82042120	Firmat
82	82042	General López	82042130	Hughes
82	82042	General López	82042140	La Chispa
82	82042	General López	82042150	Labordeboy
82	82042	General López	82042160	Lazzarino
82	82042	General López	82042170	Maggiolo
82	82042	General López	82042180	María Teresa
82	82042	General López	82042190	Melincué
82	82042	General López	82042200	Miguel Torres
82	82042	General López	82042210	Murphy
82	82042	General López	82042220	Rufino
82	82042	General López	82042230	San Eduardo
82	82042	General López	82042240	San Francisco de Santa Fe
82	82042	General López	82042250	San Gregorio
82	82042	General López	82042260	Sancti Spiritu
82	82042	General López	82042270	Santa Isabel
82	82042	General López	82042280	Teodelina
82	82042	General López	82042290	Venado Tuerto
82	82042	General López	82042300	Villa Cañás
82	82042	General López	82042305	Villa Divisa de Mayo
82	82042	General López	82042310	Wheelwright
82	82049	General Obligado	82049010	Arroyo Ceibal
82	82049	General Obligado	82049030	Berna
82	82049	General Obligado	82049035	Campo Siete Provincias
82	82049	General Obligado	82049040	El Araza
82	82049	General Obligado	82049045	El Carmen de Avellaneda
82	82049	General Obligado	82049050	El Rabón
82	82049	General Obligado	82049053	El Sombrerito
82	82049	General Obligado	82049055	Estación Kilómetro 403
82	82049	General Obligado	82049058	Flor de Oro
82	82049	General Obligado	82049060	Florencia
82	82049	General Obligado	82049070	Guadalupe Norte
82	82049	General Obligado	82049075	Campo Hardy
82	82049	General Obligado	82049080	Ingeniero Chanourdie
82	82049	General Obligado	82049090	La Isleta
82	82049	General Obligado	82049095	La Reserva
82	82049	General Obligado	82049100	La Sarita
82	82049	General Obligado	82049110	Lanteri
82	82049	General Obligado	82049120	Las Garzas
82	82049	General Obligado	82049127	Las Palmas
82	82049	General Obligado	82049130	Las Toscas
82	82049	General Obligado	82049190	San Antonio de Obligado
82	82049	General Obligado	82049140	Los Laureles
82	82049	General Obligado	82049150	Malabrigo
82	82049	General Obligado	82049153	Moussy
82	82049	General Obligado	82049155	Nicanor Molinas
82	82049	General Obligado	82049160	Paraje San Manuel
82	82049	General Obligado	82049170	Puerto Reconquista
82	82049	General Obligado	82049180	Reconquista
82	82049	General Obligado	82049020	Avellaneda
82	82049	General Obligado	82049200	Tacuarendi
82	82049	General Obligado	82049207	Villa Adela
82	82049	General Obligado	82049210	Villa Ana
82	82049	General Obligado	82049220	Villa Guillermina
82	82049	General Obligado	82049230	Villa Ocampo
82	82056	Iriondo	82056010	Barrio Cicarelli
82	82056	Iriondo	82056020	Bustinza
82	82056	Iriondo	82056030	Cañada de Gómez
82	82056	Iriondo	82056040	Carrizales
82	82056	Iriondo	82056050	Classon
82	82056	Iriondo	82056060	Colonia Médici
82	82056	Iriondo	82056070	Correa
82	82056	Iriondo	82056080	Larguía
82	82056	Iriondo	82056090	Lucio V. López
82	82056	Iriondo	82056100	Oliveros
82	82056	Iriondo	82056110	Pueblo Andino
82	82056	Iriondo	82056160	Villa La Ribera
82	82056	Iriondo	82056170	Villa La Ribera
82	82056	Iriondo	82056120	Salto Grande
82	82056	Iriondo	82056125	San Ricardo
82	82056	Iriondo	82056130	Serodino
82	82056	Iriondo	82056140	Totoras
82	82056	Iriondo	82056150	Villa Eloísa
82	82063	La Capital	82063010	Ángel Gallardo
82	82063	La Capital	82063020	Arroyo Aguiar
82	82063	La Capital	82063040	Cabal
82	82063	La Capital	82063050	Campo Andino
82	82063	La Capital	82063060	Candioti
82	82063	La Capital	82063070	Emilia
82	82063	La Capital	82063080	Laguna Paiva
82	82063	La Capital	82063090	Llambí Campbell
82	82063	La Capital	82063095	Manucho
82	82063	La Capital	82063100	Monte Vera
82	82063	La Capital	82063110	Nelson
82	82063	La Capital	82063120	Paraje Chaco Chico
82	82063	La Capital	82063130	Paraje La Costa
82	82063	La Capital	82063150	Rincón Potrero
82	82063	La Capital	82063030	Arroyo Leyes
82	82063	La Capital	82063140	Recreo
82	82063	La Capital	82063160	San José del Rincón
82	82063	La Capital	82063170	Santa Fe
82	82063	La Capital	82063180	Santo Tomé
82	82063	La Capital	82063190	Sauce Viejo
82	82063	La Capital	82063200	Villa Laura
82	82070	Las Colonias	82070010	Cavour
82	82070	Las Colonias	82070015	Colonia Nueva
82	82070	Las Colonias	82070017	Colonia San José
82	82070	Las Colonias	82070020	Cululú
82	82070	Las Colonias	82070030	Elisa
82	82070	Las Colonias	82070040	Empalme San Carlos
82	82070	Las Colonias	82070050	Esperanza
82	82070	Las Colonias	82070060	Felicia
82	82070	Las Colonias	82070070	Franck
82	82070	Las Colonias	82070080	Grutly
82	82070	Las Colonias	82070090	Hipatía
82	82070	Las Colonias	82070100	Humboldt
82	82070	Las Colonias	82070110	Jacinto L. Aráuz
82	82070	Las Colonias	82070120	La Pelada
82	82070	Las Colonias	82070130	Las Tunas
82	82070	Las Colonias	82070140	María Luisa
82	82070	Las Colonias	82070150	Matilde
82	82070	Las Colonias	82070160	Nuevo Torino
82	82070	Las Colonias	82070170	Pilar
82	82070	Las Colonias	82070180	Plaza Matilde
82	82070	Las Colonias	82070190	Progreso
82	82070	Las Colonias	82070200	Providencia
82	82070	Las Colonias	82070205	Pujato Norte
82	82070	Las Colonias	82070210	Sa Pereira
82	82070	Las Colonias	82070220	San Agustín
82	82070	Las Colonias	82070230	San Carlos Centro
82	82070	Las Colonias	82070250	San Carlos Sud
82	82070	Las Colonias	82070240	San Carlos Norte
82	82070	Las Colonias	82070260	San Jerónimo del Sauce
82	82070	Las Colonias	82070270	San Jerónimo Norte
82	82070	Las Colonias	82070280	San Mariano
82	82070	Las Colonias	82070290	Santa Clara de Buena Vista
82	82070	Las Colonias	82070300	Santo Domingo
82	82070	Las Colonias	82070310	Sarmiento
82	82077	9 de Julio	82077010	Esteban Rams
82	82077	9 de Julio	82077020	Gato Colorado
82	82077	9 de Julio	82077030	Gregoria Pérez de Denis
82	82077	9 de Julio	82077040	Logroño
82	82077	9 de Julio	82077050	Montefiore
82	82077	9 de Julio	82077060	Pozo Borrado
82	82077	9 de Julio	82077065	San Bernardo
82	82077	9 de Julio	82077070	Santa Margarita
82	82077	9 de Julio	82077080	Tostado
82	82077	9 de Julio	82077090	Villa Minetti
82	82084	Rosario	82084010	Acebal
82	82084	Rosario	82084020	Albarellos
82	82084	Rosario	82084030	Álvarez
82	82084	Rosario	82084050	Arbilla
82	82084	Rosario	82084060	Arminda
82	82084	Rosario	82084070	Arroyo Seco
82	82084	Rosario	82084080	Carmen del Sauce
82	82084	Rosario	82084090	Coronel Bogado
82	82084	Rosario	82084100	Coronel Domínguez
82	82084	Rosario	82084110	Cuatro Esquinas
82	82084	Rosario	82084130	Fighiera
82	82084	Rosario	82084150	General Lagos
82	82084	Rosario	82084180	Kilómetro 101
82	82084	Rosario	82084190	Los Muchachos - La Alborada
82	82084	Rosario	82084200	Monte Flores
82	82084	Rosario	82084220	Piñero
82	82084	Rosario	82084240	Pueblo Muñoz
82	82084	Rosario	82084250	Pueblo Uranga
82	82084	Rosario	82084260	Puerto Arroyo Seco
82	82084	Rosario	82084040	Alvear
82	82084	Rosario	82084140	Funes
82	82084	Rosario	82084170	Ibarlucea
82	82084	Rosario	82084160	Granadero Baigorria
82	82084	Rosario	82084210	Pérez
82	82084	Rosario	82084230	Pueblo Esther
82	82084	Rosario	82084270	Rosario
82	82084	Rosario	82084280	Soldini
82	82084	Rosario	82084310	Villa Gobernador Gálvez
82	82084	Rosario	82084290	Villa Amelia
82	82084	Rosario	82084300	Villa del Plata
82	82084	Rosario	82084120	El Caramelo
82	82084	Rosario	82084320	Zavalla
82	82091	San Cristóbal	82091010	Aguará Grande
82	82091	San Cristóbal	82091020	Ambrosetti
82	82091	San Cristóbal	82091030	Arrufo
82	82091	San Cristóbal	82091040	Balneario La Verde
82	82091	San Cristóbal	82091050	Capivara
82	82091	San Cristóbal	82091060	Ceres
82	82091	San Cristóbal	82091070	Colonia Ana
82	82091	San Cristóbal	82091080	Colonia Bossi
82	82091	San Cristóbal	82091090	Colonia Rosa
82	82091	San Cristóbal	82091100	Constanza
82	82091	San Cristóbal	82091110	Curupaity
82	82091	San Cristóbal	82091120	Hersilia
82	82091	San Cristóbal	82091130	Huanqueros
82	82091	San Cristóbal	82091140	La Cabral
82	82091	San Cristóbal	82091150	La Rubia
82	82091	San Cristóbal	82091160	Las Avispas
82	82091	San Cristóbal	82091170	Las Palmeras
82	82091	San Cristóbal	82091180	Moisés Ville
82	82091	San Cristóbal	82091190	Monigotes
82	82091	San Cristóbal	82091200	Ñanducita
82	82091	San Cristóbal	82091210	Palacios
82	82091	San Cristóbal	82091220	San Cristóbal
82	82091	San Cristóbal	82091230	San Guillermo
82	82091	San Cristóbal	82091240	Santurce
82	82091	San Cristóbal	82091250	Soledad
82	82091	San Cristóbal	82091260	Suardi
82	82091	San Cristóbal	82091270	Villa Saralegui
82	82091	San Cristóbal	82091280	Villa Trinidad
82	82098	San Javier	82098010	Alejandra
82	82098	San Javier	82098020	Cacique Ariacaiquín
82	82098	San Javier	82098030	Colonia Durán
82	82098	San Javier	82098033	Colonia San José
82	82098	San Javier	82098035	Colonia Teresa
82	82098	San Javier	82098040	La Brava
82	82098	San Javier	82098050	Romang
82	82098	San Javier	82098060	San Javier
82	82105	San Jerónimo	82105010	Arocena
82	82105	San Jerónimo	82105020	Balneario Monje
82	82105	San Jerónimo	82105030	Barrancas
82	82105	San Jerónimo	82105040	Barrio Caima
82	82105	San Jerónimo	82105050	Barrio El Pacaá - Barrio Comipini
82	82105	San Jerónimo	82105060	Bernardo de Irigoyen
82	82105	San Jerónimo	82105070	Casalegno
82	82105	San Jerónimo	82105080	Centeno
82	82105	San Jerónimo	82105090	Coronda
82	82105	San Jerónimo	82105100	Desvío Arijón
82	82105	San Jerónimo	82105110	Díaz
82	82105	San Jerónimo	82105120	Gaboto
82	82105	San Jerónimo	82105130	Gálvez
82	82105	San Jerónimo	82105140	Gessler
82	82105	San Jerónimo	82105150	Irigoyen
82	82105	San Jerónimo	82105160	Larrechea
82	82105	San Jerónimo	82105170	Loma Alta
82	82105	San Jerónimo	82105180	López
82	82105	San Jerónimo	82105190	Maciel
82	82105	San Jerónimo	82105200	Monje
82	82105	San Jerónimo	82105210	Puerto Aragón
82	82105	San Jerónimo	82105220	San Eugenio
82	82105	San Jerónimo	82105230	San Fabián
82	82105	San Jerónimo	82105240	San Genaro
82	82112	San Justo	82112010	Angeloni
82	82112	San Justo	82112020	Cayastacito
82	82112	San Justo	82112030	Colonia Dolores
82	82112	San Justo	82112040	Esther
82	82112	San Justo	82112050	Gobernador Crespo
82	82112	San Justo	82112060	La Criolla
82	82112	San Justo	82112070	La Penca y Caraguatá
82	82112	San Justo	82112080	Marcelino Escalada
82	82112	San Justo	82112090	Naré
82	82112	San Justo	82112100	Pedro Gómez Cello
82	82112	San Justo	82112110	Ramayón
82	82112	San Justo	82112120	San Bernardo
82	82112	San Justo	82112130	San Justo
82	82112	San Justo	82112140	San Martín Norte
82	82112	San Justo	82112150	Silva
82	82112	San Justo	82112160	Vera y Pintado
82	82112	San Justo	82112170	Videla
82	82119	San Lorenzo	82119010	Aldao
82	82119	San Lorenzo	82119030	Carcarañá
82	82119	San Lorenzo	82119040	Coronel Arnold
82	82119	San Lorenzo	82119060	Fuentes
82	82119	San Lorenzo	82119070	Luis Palacios
82	82119	San Lorenzo	82119090	Pujato
82	82119	San Lorenzo	82119020	Capitán Bermúdez
82	82119	San Lorenzo	82119050	Fray Luis Beltrán
82	82119	San Lorenzo	82119080	Puerto General San Martín
82	82119	San Lorenzo	82119100	Ricardone
82	82119	San Lorenzo	82119110	Roldán
82	82119	San Lorenzo	82119130	San Lorenzo
82	82119	San Lorenzo	82119140	Timbúes
82	82119	San Lorenzo	82119150	Villa Elvira
82	82119	San Lorenzo	82119120	San Jerónimo Sud
82	82119	San Lorenzo	82119145	Vicente A. Echeverría
82	82119	San Lorenzo	82119160	Villa Mugueta
82	82126	San Martín	82126010	Cañada Rosquín
82	82126	San Martín	82126020	Carlos Pellegrini
82	82126	San Martín	82126030	Casas
82	82126	San Martín	82126040	Castelar
82	82126	San Martín	82126050	Colonia Belgrano
82	82126	San Martín	82126060	Crispi
82	82126	San Martín	82126070	El Trébol
82	82126	San Martín	82126080	Landeta
82	82126	San Martín	82126090	Las Bandurrias
82	82126	San Martín	82126100	Las Petacas
82	82126	San Martín	82126110	Los Cardos
82	82126	San Martín	82126120	María Susana
82	82126	San Martín	82126130	Piamonte
82	82126	San Martín	82126140	San Jorge
82	82126	San Martín	82126150	San Martín de las Escobas
82	82126	San Martín	82126160	Sastre
82	82126	San Martín	82126065	Schiffner
82	82126	San Martín	82126170	Traill
82	82126	San Martín	82126180	Wildermuth
82	82133	Vera	82133010	Calchaquí
82	82133	Vera	82133020	Cañada Ombú
82	82133	Vera	82133030	Colmena
82	82133	Vera	82133037	Fortín Charrúa
82	82133	Vera	82133040	Fortín Olmos
82	82133	Vera	82133050	Garabato
82	82133	Vera	82133060	Golondrina
82	82133	Vera	82133070	Intiyaco
82	82133	Vera	82133075	Kilómetro 12
82	82133	Vera	82133080	Kilómetro 115
82	82133	Vera	82133085	Kilómetro 302
82	82133	Vera	82133090	La Gallareta
82	82133	Vera	82133100	Los Amores
82	82133	Vera	82133105	Los Tábanos
82	82133	Vera	82133110	Margarita
82	82133	Vera	82133120	Paraje 29
82	82133	Vera	82133130	Pozo de los Indios
82	82133	Vera	82133135	Pueblo Luis Berli
82	82133	Vera	82133140	Pueblo Santa Lucía
82	82133	Vera	82133145	Santa Felicia
82	82133	Vera	82133150	Tartagal
82	82133	Vera	82133160	Toba
82	82133	Vera	82133170	Vera
86	86007	Aguirre	86007010	Argentina
86	86007	Aguirre	86007020	Casares
86	86007	Aguirre	86007030	Malbrán
86	86007	Aguirre	86007040	Pinto
86	86014	Alberdi	86014005	Agustina Libarona
86	86014	Alberdi	86014010	Campo Gallo
86	86014	Alberdi	86014020	Coronel Manuel L. Rico
86	86014	Alberdi	86014030	Donadeu
86	86014	Alberdi	86014035	Huachana
86	86014	Alberdi	86014040	Sachayoj
86	86014	Alberdi	86014050	Santos Lugares
86	86021	Atamisqui	86021010	Estación Atamisqui
86	86021	Atamisqui	86021015	Juanillo
86	86021	Atamisqui	86021020	Medellín
86	86021	Atamisqui	86021030	Villa Atamisqui
86	86028	Avellaneda	86028010	Colonia Dora
86	86028	Avellaneda	86028020	Herrera
86	86028	Avellaneda	86028030	Icaño
86	86028	Avellaneda	86028040	Lugones
86	86028	Avellaneda	86028050	Real Sayana
86	86028	Avellaneda	86028060	Villa Mailín
86	86035	Banda	86035010	Abra Grande
86	86035	Banda	86035020	Antajé
86	86035	Banda	86035030	Ardiles
86	86035	Banda	86035035	Bajo Grande
86	86035	Banda	86035040	Cañada Escobar
86	86035	Banda	86035050	Chaupi Pozo
86	86035	Banda	86035060	Clodomira
86	86035	Banda	86035070	Huyamampa
86	86035	Banda	86035080	La Aurora
86	86035	Banda	86035090	La Banda
86	86035	Banda	86035100	San Ramón - La Dársena
86	86035	Banda	86035105	Los Acosta
86	86035	Banda	86035107	Los Gómez
86	86035	Banda	86035110	Los Quiroga
86	86035	Banda	86035120	Los Soria
86	86035	Banda	86035124	Pampa Mayo
86	86035	Banda	86035127	Sauce Bajada
86	86035	Banda	86035130	Simbolar
86	86035	Banda	86035140	Tramo 16
86	86035	Banda	86035150	Tramo 20
86	86042	Belgrano	86042010	Bandera
86	86042	Belgrano	86042020	Cuatro Bocas
86	86042	Belgrano	86042030	Fortín Inca
86	86042	Belgrano	86042040	Guardia Escolta
86	86049	Capital	86049010	El Deán
86	86049	Capital	86049015	El Deancito
86	86049	Capital	86049020	El Mojón
86	86049	Capital	86049070	Morales
86	86049	Capital	86049080	Puesto de San Antonio
86	86049	Capital	86049090	San Pedro
86	86049	Capital	86049100	Santa María
86	86049	Capital	86049110	Santiago del Estero
86	86049	Capital	86049030	El Zanjón
86	86049	Capital	86049040	Los Cardozos
86	86049	Capital	86049050	Maco
86	86049	Capital	86049060	Maquito
86	86049	Capital	86049120	Vuelta de la Barranca
86	86049	Capital	86049130	Yanda
86	86063	Choya	86063010	Ancaján
86	86063	Choya	86063020	Choya
86	86063	Choya	86063025	El Rodeo
86	86063	Choya	86063030	Estación La Punta
86	86063	Choya	86063040	Frías
86	86063	Choya	86063050	Laprida
86	86063	Choya	86063070	San Pedro
86	86063	Choya	86063075	Sol de Mayo
86	86063	Choya	86063080	Tapso
86	86063	Choya	86063090	Villa La Punta
86	86056	Copo	86056010	El Caburé
86	86056	Copo	86056030	Los Pirpintos
86	86056	Copo	86056040	Los Tigres
86	86056	Copo	86056050	Monte Quemado
86	86056	Copo	86056070	Pampa de los Guanacos
86	86056	Copo	86056080	San José del Boquerón
86	86056	Copo	86056090	Urutaú
86	86070	Figueroa	86070010	Bandera Bajada
86	86070	Figueroa	86070015	Cardón Esquina
86	86070	Figueroa	86070020	Caspi Corral
86	86070	Figueroa	86070030	Colonia San Juan
86	86070	Figueroa	86070040	El Cruce
86	86070	Figueroa	86070060	La Cañada
86	86070	Figueroa	86070073	La Invernada Sur
86	86070	Figueroa	86070080	Minerva
86	86070	Figueroa	86070085	Quimilioj
86	86070	Figueroa	86070090	Vaca Huañuna
86	86070	Figueroa	86070100	Villa Figueroa
